community,DM_BOXED_PRIMITIVE_FOR_PARSING,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/community/src/main/java/com/nowcoder/community/service/DiscussPostService.java,65,"                        int limit = Integer.valueOf(params[1]);
"
community,DMI_RANDOM_USED_ONLY_ONCE,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/community/src/main/java/com/nowcoder/community/service/UserService.java,95,"        user.setHeaderUrl(String.format(""http://images.nowcoder.com/head/%dt.png"", new Random().nextInt(1000)));
"
biojava,VA_FORMAT_STRING_USES_NEWLINE,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/align/fatcat/calc/AFPCalculator.java,134,"			String msg = String.format(""possible AFP-pairs %d, remain %d after filter 1 remove %d; filter 2 remove %d\n"",
					n0, afpNum, n1, n2);
"
biojava,DM_NUMBER_CTOR,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure-gui/src/main/java/org/biojava/nbio/structure/gui/util/AlternativeAlignmentFrame.java,130,"			data[i][1] = new Integer(alig.getEqr());
"
biojava,DM_NUMBER_CTOR,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure-gui/src/main/java/org/biojava/nbio/structure/gui/util/AlternativeAlignmentFrame.java,133,"			data[i][4] = new Integer(alig.getGaps());
"
biojava,DM_NUMBER_CTOR,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure-gui/src/main/java/org/biojava/nbio/structure/gui/util/AlternativeAlignmentFrame.java,134,"			data[i][5] = new Integer(alig.getCluster());
"
biojava,DM_FP_NUMBER_CTOR,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure-gui/src/main/java/org/biojava/nbio/structure/gui/util/AlternativeAlignmentFrame.java,132,"			data[i][3] = new Double(alig.getRmsd());
"
biojava,BX_BOXING_IMMEDIATELY_UNBOXED_TO_PERFORM_COERCION,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/domain/pdp/ClusterDomains.java,81,"					long size2= new Double(Math.min(PDPParameters.MAXSIZE,maxDomSize)).longValue();
"
biojava,BX_BOXING_IMMEDIATELY_UNBOXED_TO_PERFORM_COERCION,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/domain/pdp/ClusterDomains.java,93,"					total_max_contacts=new Double(minDomSize*maxDomSize*10).longValue();
"
biojava,BX_BOXING_IMMEDIATELY_UNBOXED_TO_PERFORM_COERCION,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/domain/pdp/ClusterDomains.java,94,"					if(size1>130) total_max_contacts=new Double(minDomSize*maxDomSize*9).longValue();
"
biojava,DM_FP_NUMBER_CTOR,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/domain/pdp/ClusterDomains.java,81,"					long size2= new Double(Math.min(PDPParameters.MAXSIZE,maxDomSize)).longValue();
"
biojava,DM_FP_NUMBER_CTOR,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/domain/pdp/ClusterDomains.java,93,"					total_max_contacts=new Double(minDomSize*maxDomSize*10).longValue();
"
biojava,DM_FP_NUMBER_CTOR,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/domain/pdp/ClusterDomains.java,94,"					if(size1>130) total_max_contacts=new Double(minDomSize*maxDomSize*9).longValue();
"
