DLS_DEAD_LOCAL_STORE_OF_NULL,org/biojava/nbio/alignment/Alignments.java,193
BC_VACUOUS_INSTANCEOF,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,259
BC_VACUOUS_INSTANCEOF,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,445
EI_EXPOSE_REP,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,245
EI_EXPOSE_REP,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,307
EI_EXPOSE_REP,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,319
EI_EXPOSE_REP,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,360
EI_EXPOSE_REP,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,332
UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,253
UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,189
BC_VACUOUS_INSTANCEOF,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,83
UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,75
UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/biojava/nbio/alignment/io/StockholmFileAnnotation.java,59
DM_DEFAULT_ENCODING,org/biojava/nbio/alignment/io/StockholmFileParser.java,357
WMI_WRONG_MAP_ITERATOR,org/biojava/nbio/alignment/io/StockholmFileParser.java,511
UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/biojava/nbio/alignment/io/StockholmSequenceAnnotation.java,50
DM_CONVERT_CASE,org/biojava/nbio/alignment/io/StockholmStructure.java,243
DM_NUMBER_CTOR,org/biojava/nbio/alignment/io/StockholmStructure.java,259
WMI_WRONG_MAP_ITERATOR,org/biojava/nbio/alignment/io/StockholmStructure.java,241
DLS_DEAD_LOCAL_STORE_SHADOWS_FIELD,org/biojava/nbio/alignment/routines/GuanUberbacher.java,52
UC_USELESS_VOID_METHOD,org/biojava/nbio/alignment/routines/GuanUberbacher.java,53
PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/biojava/nbio/alignment/template/AbstractMatrixAligner.java,195
UC_USELESS_CONDITION,org/biojava/nbio/alignment/template/AbstractMatrixAligner.java,355
UR_UNINIT_READ_CALLED_FROM_SUPER_CONSTRUCTOR,org/biojava/nbio/alignment/template/AbstractMatrixAligner.java,115
UR_UNINIT_READ_CALLED_FROM_SUPER_CONSTRUCTOR,org/biojava/nbio/alignment/template/AbstractMatrixAligner.java,115
CI_CONFUSED_INHERITANCE,org/biojava/nbio/phylo/TreeType.java,-1
DM_CONVERT_CASE,org/biojava/nbio/genome/GeneFeatureHelper.java,58
DM_DEFAULT_ENCODING,org/biojava/nbio/genome/GeneFeatureHelper.java,167
NP_LOAD_OF_KNOWN_NULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,244
NP_LOAD_OF_KNOWN_NULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,253
NP_LOAD_OF_KNOWN_NULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,636
OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,org/biojava/nbio/genome/GeneFeatureHelper.java,167
OS_OPEN_STREAM_EXCEPTION_PATH,org/biojava/nbio/genome/GeneFeatureHelper.java,167
RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,725
RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,737
RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,579
RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,591
RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,420
RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,432
RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,244
RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,253
RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,org/biojava/nbio/genome/GeneFeatureHelper.java,636
UCF_USELESS_CONTROL_FLOW,org/biojava/nbio/genome/GeneFeatureHelper.java,139
UC_USELESS_VOID_METHOD,org/biojava/nbio/genome/GeneFeatureHelper.java,911
WMI_WRONG_MAP_ITERATOR,org/biojava/nbio/genome/GeneFeatureHelper.java,319
WMI_WRONG_MAP_ITERATOR,org/biojava/nbio/genome/GeneFeatureHelper.java,48
WMI_WRONG_MAP_ITERATOR,org/biojava/nbio/genome/homology/BlastHomologyHits.java,42
DMI_HARDCODED_ABSOLUTE_FILENAME,org/biojava/nbio/genome/homology/GFF3FromUniprotBlastHits.java,295
DMI_HARDCODED_ABSOLUTE_FILENAME,org/biojava/nbio/genome/homology/GFF3FromUniprotBlastHits.java,295
DMI_HARDCODED_ABSOLUTE_FILENAME,org/biojava/nbio/genome/homology/GFF3FromUniprotBlastHits.java,298
DMI_HARDCODED_ABSOLUTE_FILENAME,org/biojava/nbio/genome/homology/GFF3FromUniprotBlastHits.java,297
DM_DEFAULT_ENCODING,org/biojava/nbio/genome/homology/GFF3FromUniprotBlastHits.java,259
OS_OPEN_STREAM_EXCEPTION_PATH,org/biojava/nbio/genome/homology/GFF3FromUniprotBlastHits.java,297
RC_REF_COMPARISON,org/biojava/nbio/genome/homology/GFF3FromUniprotBlastHits.java,143
REC_CATCH_EXCEPTION,org/biojava/nbio/genome/homology/GFF3FromUniprotBlastHits.java,263
SBSC_USE_STRINGBUFFER_CONCATENATION,org/biojava/nbio/genome/homology/GFF3FromUniprotBlastHits.java,95
WMI_WRONG_MAP_ITERATOR,org/biojava/nbio/genome/homology/GFF3FromUniprotBlastHits.java,80
DM_DEFAULT_ENCODING,org/biojava/nbio/genome/io/fastq/AbstractFastqReader.java,74
DM_DEFAULT_ENCODING,org/biojava/nbio/genome/io/fastq/AbstractFastqReader.java,132
DM_DEFAULT_ENCODING,org/biojava/nbio/genome/io/fastq/AbstractFastqWriter.java,106
DM_DEFAULT_ENCODING,org/biojava/nbio/genome/io/fastq/AbstractFastqWriter.java,145
NP_NULL_ON_SOME_PATH_MIGHT_BE_INFEASIBLE,org/biojava/nbio/genome/io/fastq/FastqBuilder.java,200
DM_CONVERT_CASE,org/biojava/nbio/genome/io/fastq/FastqVariant.java,327
EQ_COMPARETO_USE_OBJECT_EQUALS,org/biojava/nbio/genome/parsers/cytoband/Cytoband.java,94
UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/biojava/nbio/genome/parsers/cytoband/Cytoband.java,94
